Video,Query ID,Language Query,Type,IDs,Start,End,Revision
MOT20-03,192,A person walks behind the white structure,M,555,2304,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,554,2385,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,567,2030,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,566,2148,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,568,2065,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,569,2041,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,570,2092,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,563,2400,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,571,1847,1908,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,605,2229,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,603,2291,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,604,2260,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,625,1687,1715,
MOT20-03,192,A person walks behind the white structure,M,617,2200,2405,The bounding box disappears
MOT20-03,192,A person walks behind the white structure,M,699,2270,2405,The bounding box disappears
MOT20-05,193,A person walks in the left direction,M,110,340,654,
MOT20-05,193,A person walks in the left direction,M,111,340,654,
MOT20-05,193,A person walks in the left direction,M,121,413,526,
MOT20-05,193,A person walks in the left direction,M,178,160,225,
MOT20-05,193,A person walks in the left direction,M,177,168,270,
MOT20-05,193,A person walks in the left direction,M,400,2255,2352,
MOT20-03,194,A person walks in the right direction,M,32,969,1087,
MOT20-03,194,A person walks in the right direction,M,67,537,630,
MOT20-03,194,A person walks in the right direction,M,66,537,630,
MOT20-03,194,A person walks in the right direction,M,474,363,460,
MOT20-05,194,A person walks in the right direction,M,449,2296,2455,
MOT20-05,194,A person walks in the right direction,M,448,2311,2460,
MOT20-05,194,A person walks in the right direction,M,445,2361,2460,
MOT20-05,194,A person walks in the right direction,M,444,2361,2460,
MOT20-03,195,A person walks inside the building in the right,M,1,1130,1138,
MOT20-03,195,A person walks inside the building in the right,M,561,2134,2139,The bounding box disappears
MOT20-03,196,A person walks on the zebra crossing,M,2,1001,1150,
MOT20-03,196,A person walks on the zebra crossing,M,4,1017,1094,
MOT20-03,196,A person walks on the zebra crossing,M,7,970,1143,
MOT20-03,196,A person walks on the zebra crossing,M,8,1045,1130,
MOT20-03,196,A person walks on the zebra crossing,M,9,971,1165,
MOT20-03,196,A person walks on the zebra crossing,M,10,968,1129,
MOT20-03,196,A person walks on the zebra crossing,M,11,965,1144,
MOT20-03,196,A person walks on the zebra crossing,M,12,1053,1150,
MOT20-03,196,A person walks on the zebra crossing,M,13,937,1150,
MOT20-03,196,A person walks on the zebra crossing,M,14,896,1103,
MOT20-03,196,A person walks on the zebra crossing,M,15,886,1168,
MOT20-03,196,A person walks on the zebra crossing,M,16,864,1052,
MOT20-03,196,A person walks on the zebra crossing,M,17,848,1043,
MOT20-03,196,A person walks on the zebra crossing,M,18,841,1044,
MOT20-03,196,A person walks on the zebra crossing,M,19,843,1065,
MOT20-03,196,A person walks on the zebra crossing,M,20,849,1008,
MOT20-03,196,A person walks on the zebra crossing,M,21,960,1060,
MOT20-03,196,A person walks on the zebra crossing,M,22,963,1061,
MOT20-03,196,A person walks on the zebra crossing,M,23,906,1018,
MOT20-03,196,A person walks on the zebra crossing,M,24,764,980,
MOT20-03,196,A person walks on the zebra crossing,M,25,784,926,
MOT20-03,196,A person walks on the zebra crossing,M,26,774,922,
MOT20-03,196,A person walks on the zebra crossing,M,27,620,820,
MOT20-03,196,A person walks on the zebra crossing,M,34,707,866,The bounding box disappears after frame 841
MOT20-03,196,A person walks on the zebra crossing,M,36,1031,1096,
MOT20-03,196,A person walks on the zebra crossing,M,38,827,1018,The bounding box disappears after frame 975
MOT20-03,196,A person walks on the zebra crossing,M,39,827,1018,The bounding box disappears after frame 984
MOT20-03,196,A person walks on the zebra crossing,M,48,991,1127,
MOT20-03,196,A person walks on the zebra crossing,M,74,606,829,
MOT20-03,196,A person walks on the zebra crossing,M,75,622,847,
MOT20-03,196,A person walks on the zebra crossing,M,77,573,709,
MOT20-03,196,A person walks on the zebra crossing,M,78,584,728,
MOT20-03,196,A person walks on the zebra crossing,M,79,544,714,
MOT20-03,196,A person walks on the zebra crossing,M,81,612,769,
MOT20-03,196,A person walks on the zebra crossing,M,82,609,804,
MOT20-03,196,A person walks on the zebra crossing,M,83,658,770,
MOT20-03,196,A person walks on the zebra crossing,M,84,654,853,
MOT20-03,196,A person walks on the zebra crossing,M,85,678,854,
MOT20-03,196,A person walks on the zebra crossing,M,86,694,780,
MOT20-03,196,A person walks on the zebra crossing,M,98,508,709,
MOT20-03,196,A person walks on the zebra crossing,M,99,537,689,
MOT20-03,196,A person walks on the zebra crossing,M,101,536,753,
MOT20-03,196,A person walks on the zebra crossing,M,102,544,707,
MOT20-03,196,A person walks on the zebra crossing,M,103,498,745,
MOT20-03,196,A person walks on the zebra crossing,M,104,597,679,
MOT20-03,196,A person walks on the zebra crossing,M,105,546,644,
MOT20-03,196,A person walks on the zebra crossing,M,100,543,721,
MOT20-03,196,A person walks on the zebra crossing,M,106,537,637,
MOT20-03,196,A person walks on the zebra crossing,M,108,517,660,
MOT20-03,196,A person walks on the zebra crossing,M,110,432,646,
MOT20-03,196,A person walks on the zebra crossing,M,111,451,624,
MOT20-03,196,A person walks on the zebra crossing,M,112,445,648,
MOT20-03,196,A person walks on the zebra crossing,M,113,375,597,
MOT20-03,196,A person walks on the zebra crossing,M,193,526,803,
MOT20-03,196,A person walks on the zebra crossing,M,186,684,817,
MOT20-03,196,A person walks on the zebra crossing,M,201,2380,2405,
MOT20-03,196,A person walks on the zebra crossing,M,202,2379,2405,
MOT20-03,196,A person walks on the zebra crossing,M,203,2356,2405,
MOT20-03,196,A person walks on the zebra crossing,M,223,2276,2378,
MOT20-03,196,A person walks on the zebra crossing,M,213,2274,2383,
MOT20-03,196,A person walks on the zebra crossing,M,222,2275,2380,
MOT20-03,196,A person walks on the zebra crossing,M,212,2328,2405,
MOT20-03,196,A person walks on the zebra crossing,M,221,2303,2404,
MOT20-03,196,A person walks on the zebra crossing,M,218,2388,2405,
MOT20-03,196,A person walks on the zebra crossing,M,219,2350,2405,
MOT20-03,196,A person walks on the zebra crossing,M,220,2366,2405,
MOT20-03,196,A person walks on the zebra crossing,M,216,2369,2405,
MOT20-03,196,A person walks on the zebra crossing,M,217,2378,2405,
MOT20-03,196,A person walks on the zebra crossing,M,228,2216,2395,
MOT20-03,196,A person walks on the zebra crossing,M,229,2238,2395,
MOT20-03,196,A person walks on the zebra crossing,M,227,2305,2395,
MOT20-03,196,A person walks on the zebra crossing,M,236,2191,2366,
MOT20-03,196,A person walks on the zebra crossing,M,234,2217,2370,
MOT20-03,196,A person walks on the zebra crossing,M,226,2339,2405,
MOT20-03,196,A person walks on the zebra crossing,M,281,1369,1455,
MOT20-03,196,A person walks on the zebra crossing,M,282,1298,1429,
MOT20-03,196,A person walks on the zebra crossing,M,283,1261,1417,
MOT20-03,196,A person walks on the zebra crossing,M,284,1263,1357,
MOT20-03,196,A person walks on the zebra crossing,M,285,1216,1326,
MOT20-03,196,A person walks on the zebra crossing,M,278,1323,1387,
MOT20-03,196,A person walks on the zebra crossing,M,279,1310,1385,
MOT20-03,196,A person walks on the zebra crossing,M,300,1082,1197,
MOT20-03,196,A person walks on the zebra crossing,M,296,1127,1274,
MOT20-03,196,A person walks on the zebra crossing,M,289,1203,1332,
MOT20-03,196,A person walks on the zebra crossing,M,288,1203,1337,
MOT20-03,196,A person walks on the zebra crossing,M,290,1217,1338,
MOT20-03,196,A person walks on the zebra crossing,M,291,1227,1345,
MOT20-03,196,A person walks on the zebra crossing,M,292,1228,1365,
MOT20-03,196,A person walks on the zebra crossing,M,298,1183,1321,
MOT20-03,196,A person walks on the zebra crossing,M,290,1214,1338,
MOT20-03,196,A person walks on the zebra crossing,M,293,1166,1303,
MOT20-03,196,A person walks on the zebra crossing,M,299,1221,1314,
MOT20-03,196,A person walks on the zebra crossing,M,313,888,1140,
MOT20-03,196,A person walks on the zebra crossing,M,304,989,1180,
MOT20-03,196,A person walks on the zebra crossing,M,306,1046,1230,
MOT20-03,196,A person walks on the zebra crossing,M,302,1074,1198,
MOT20-03,196,A person walks on the zebra crossing,M,303,1074,1198,
MOT20-03,196,A person walks on the zebra crossing,M,307,1009,1200,
MOT20-03,196,A person walks on the zebra crossing,M,308,1026,1200,
MOT20-03,196,A person walks on the zebra crossing,M,309,1067,1240,
MOT20-03,196,A person walks on the zebra crossing,M,310,1100,1220,
MOT20-03,196,A person walks on the zebra crossing,M,314,1105,1200,
MOT20-03,196,A person walks on the zebra crossing,M,323,877,1145,
MOT20-03,196,A person walks on the zebra crossing,M,324,1045,1236,
MOT20-03,196,A person walks on the zebra crossing,M,325,1093,1248,
MOT20-03,196,A person walks on the zebra crossing,M,322,1033,1216,
MOT20-03,196,A person walks on the zebra crossing,M,328,929,1177,
MOT20-03,196,A person walks on the zebra crossing,M,327,970,1225,
MOT20-03,196,A person walks on the zebra crossing,M,320,1131,1252,
MOT20-03,196,A person walks on the zebra crossing,M,321,1131,1264,
MOT20-03,196,A person walks on the zebra crossing,M,337,1486,1592,
MOT20-03,196,A person walks on the zebra crossing,M,336,1490,1590,
MOT20-03,196,A person walks on the zebra crossing,M,338,1765,2021,The bounding box disappears after frame 1978
MOT20-03,196,A person walks on the zebra crossing,M,383,1659,1773,
MOT20-03,196,A person walks on the zebra crossing,M,382,1668,1798,
MOT20-03,196,A person walks on the zebra crossing,M,381,1699,1762,
MOT20-03,196,A person walks on the zebra crossing,M,387,1733,1820,
MOT20-03,196,A person walks on the zebra crossing,M,380,1867,2060,
MOT20-03,196,A person walks on the zebra crossing,M,394,1878,2058,The bounding box disappears after frame 2034
MOT20-03,196,A person walks on the zebra crossing,M,420,1453,1586,
MOT20-03,196,A person walks on the zebra crossing,M,419,1512,1607,
MOT20-03,196,A person walks on the zebra crossing,M,416,1515,1598,
MOT20-03,196,A person walks on the zebra crossing,M,414,1524,1603,
MOT20-03,196,A person walks on the zebra crossing,M,413,1566,1638,
MOT20-03,196,A person walks on the zebra crossing,M,412,1566,1640,
MOT20-03,196,A person walks on the zebra crossing,M,415,1566,1623,
MOT20-03,196,A person walks on the zebra crossing,M,428,1084,1230,
MOT20-03,196,A person walks on the zebra crossing,M,433,1344,1430,
MOT20-03,196,A person walks on the zebra crossing,M,421,1404,1561,
MOT20-03,196,A person walks on the zebra crossing,M,424,1413,1516,
MOT20-03,196,A person walks on the zebra crossing,M,422,1413,1516,
MOT20-03,196,A person walks on the zebra crossing,M,425,1533,1590,
MOT20-03,196,A person walks on the zebra crossing,M,440,584,820,The bounding box disappears after frame 801
MOT20-03,196,A person walks on the zebra crossing,M,438,1296,1404,
MOT20-03,196,A person walks on the zebra crossing,M,450,1404,1526,
MOT20-03,196,A person walks on the zebra crossing,M,451,1405,1557,
MOT20-03,196,A person walks on the zebra crossing,M,479,220,300,
MOT20-03,196,A person walks on the zebra crossing,M,467,1371,1494,
MOT20-03,196,A person walks on the zebra crossing,M,488,220,194,
MOT20-03,196,A person walks on the zebra crossing,M,489,260,422,
MOT20-03,196,A person walks on the zebra crossing,M,492,257,423,
MOT20-03,196,A person walks on the zebra crossing,M,493,301,452,
MOT20-03,196,A person walks on the zebra crossing,M,487,301,430,
MOT20-03,196,A person walks on the zebra crossing,M,482,301,404,
MOT20-03,196,A person walks on the zebra crossing,M,494,511,675,
MOT20-03,196,A person walks on the zebra crossing,M,499,137,299,
MOT20-03,196,A person walks on the zebra crossing,M,507,160,226,
MOT20-03,196,A person walks on the zebra crossing,M,500,174,219,
MOT20-03,196,A person walks on the zebra crossing,M,502,148,285,
MOT20-03,196,A person walks on the zebra crossing,M,497,294,428,
MOT20-03,196,A person walks on the zebra crossing,M,498,325,442,
MOT20-03,196,A person walks on the zebra crossing,M,501,482,629,
MOT20-03,196,A person walks on the zebra crossing,M,496,415,442,
MOT20-03,196,A person walks on the zebra crossing,M,518,84,171,
MOT20-03,196,A person walks on the zebra crossing,M,519,58,150,
MOT20-03,196,A person walks on the zebra crossing,M,516,139,237,
MOT20-03,196,A person walks on the zebra crossing,M,543,414,640,The bounding box disappears after frame 583
MOT20-03,196,A person walks on the zebra crossing,M,577,1871,2047,
MOT20-03,196,A person walks on the zebra crossing,M,598,1690,1775,
MOT20-03,196,A person walks on the zebra crossing,M,592,1759,1805,
MOT20-03,196,A person walks on the zebra crossing,M,587,1786,1863,
MOT20-03,196,A person walks on the zebra crossing,M,595,1774,1922,
MOT20-03,196,A person walks on the zebra crossing,M,586,1841,2028,
MOT20-03,196,A person walks on the zebra crossing,M,599,1740,1790,
MOT20-03,196,A person walks on the zebra crossing,M,615,2300,2405,
MOT20-03,196,A person walks on the zebra crossing,M,596,1896,2040,
MOT20-03,196,A person walks on the zebra crossing,M,591,1830,1912,
MOT20-03,196,A person walks on the zebra crossing,M,590,1827,1903,
MOT20-03,196,A person walks on the zebra crossing,M,601,1700,1760,
MOT20-03,196,A person walks on the zebra crossing,M,628,2194,2248,
MOT20-03,196,A person walks on the zebra crossing,M,629,2202,2306,
MOT20-03,196,A person walks on the zebra crossing,M,630,2211,2334,
MOT20-03,196,A person walks on the zebra crossing,M,641,2070,2220,
MOT20-03,196,A person walks on the zebra crossing,M,634,2040,2234,
MOT20-03,196,A person walks on the zebra crossing,M,633,2166,2336,
MOT20-03,196,A person walks on the zebra crossing,M,642,2138,2339,
MOT20-03,196,A person walks on the zebra crossing,M,644,2139,2280,
MOT20-03,196,A person walks on the zebra crossing,M,640,2038,2183,
MOT20-03,196,A person walks on the zebra crossing,M,636,2082,2183,
MOT20-03,196,A person walks on the zebra crossing,M,643,2137,2279,
MOT20-03,196,A person walks on the zebra crossing,M,635,2144,2285,
MOT20-03,196,A person walks on the zebra crossing,M,631,2220,2330,
MOT20-03,196,A person walks on the zebra crossing,M,638,2207,2296,
MOT20-03,196,A person walks on the zebra crossing,M,637,2217,2343,
MOT20-03,196,A person walks on the zebra crossing,M,654,1763,1816,
MOT20-03,196,A person walks on the zebra crossing,M,649,1998,2150,The bounding box disappears after frame 2122
MOT20-03,196,A person walks on the zebra crossing,M,648,2087,2270,
MOT20-03,196,A person walks on the zebra crossing,M,646,2103,2289,
MOT20-03,196,A person walks on the zebra crossing,M,655,2031,2158,
MOT20-03,196,A person walks on the zebra crossing,M,674,1880,2030,
MOT20-03,196,A person walks on the zebra crossing,M,668,1889,2019,
MOT20-03,196,A person walks on the zebra crossing,M,666,1980,2154,
MOT20-03,196,A person walks on the zebra crossing,M,662,2094,2225,
MOT20-03,196,A person walks on the zebra crossing,M,670,2024,2140,
MOT20-03,196,A person walks on the zebra crossing,M,663,1920,2119,
MOT20-03,196,A person walks on the zebra crossing,M,665,2084,2244,
MOT20-03,196,A person walks on the zebra crossing,M,669,1936,2128,
MOT20-03,196,A person walks on the zebra crossing,M,671,2090,2197,
MOT20-03,196,A person walks on the zebra crossing,M,667,1921,2118,
MOT20-03,196,A person walks on the zebra crossing,M,662,2083,2222,
MOT20-03,196,A person walks on the zebra crossing,M,661,2257,2329,
MOT20-03,196,A person walks on the zebra crossing,M,664,2109,2203,
MOT20-03,196,A person walks on the zebra crossing,M,673,1948,2122,
MOT20-03,196,A person walks on the zebra crossing,M,675,1920,2010,
MOT20-03,196,A person walks on the zebra crossing,M,656,2063,2165,
MOT20-03,196,A person walks on the zebra crossing,M,659,2063,2165,
MOT20-03,196,A person walks on the zebra crossing,M,657,2063,2165,
MOT20-03,196,A person walks on the zebra crossing,M,652,2091,2175,
MOT20-03,196,A person walks on the zebra crossing,M,700,2126,2282,
MOT20-03,196,A person walks on the zebra crossing,M,701,2095,2265,
MOT20-03,196,A person walks on the zebra crossing,M,702,2226,2362,
MOT20-03,196,A person walks on the zebra crossing,M,704,2118,2269,
MOT20-03,196,A person walks on the zebra crossing,M,705,2154,2327,
MOT20-03,196,A person walks on the zebra crossing,M,706,1904,2137,
MOT20-03,196,A person walks on the zebra crossing,M,731,2180,2285,
MOT20-03,197,A person walks out from behind the white structure,M,246,590,616,
MOT20-03,197,A person walks out from behind the white structure,M,246,740,759,
MOT20-03,197,A person walks out from behind the white structure,M,246,968,1007,
MOT20-05,198,A person walks to the left,M,110,340,654,
MOT20-05,198,A person walks to the left,M,111,340,654,
MOT20-05,198,A person walks to the left,M,121,413,526,
MOT20-05,198,A person walks to the left,M,178,160,225,
MOT20-05,198,A person walks to the left,M,177,168,270,
MOT20-05,198,A person walks to the left,M,400,2255,2352,
MOT20-05,199,A person walks to the right,M,720,1240,1279,
MOT20-05,199,A person walks to the right,M,903,1867,1940,
MOT20-05,200,A person walks to the right direction,M,903,1867,1940,
MOT20-05,200,A person walks to the right direction,M,903,1867,1940,
MOT20-05,201,A person waves her hand,M,905,2523,2594,
MOT20-03,202,A person wears the backpack on his back,M,426,1053,1165,
MOT20-03,202,A person wears the backpack on his back,M,425,995,1025,
MOT20-03,203,An individual disappears behind the white column,M,246,705,725,
MOT20-03,203,An individual disappears behind the white column,M,246,790,809,
MOT20-03,203,An individual disappears behind the white column,M,246,1069,1098,
MOT20-03,203,An individual disappears behind the white column,M,3,959,1065,
MOT20-03,203,An individual disappears behind the white column,M,30,192,315,
MOT20-03,203,An individual disappears behind the white column,M,37,848,997,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,42,978,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,43,1038,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,45,1214,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,44,1111,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,60,755,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,52,826,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,59,807,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,58,892,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,50,916,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,47,1072,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,46,992,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,61,779,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,169,141,177,
MOT20-03,203,An individual disappears behind the white column,M,237,1369,1404,
MOT20-03,203,An individual disappears behind the white column,M,260,1432,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,270,1450,1500,
MOT20-03,203,An individual disappears behind the white column,M,264,1431,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,267,1471,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,268,1452,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,266,1527,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,262,1564,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,265,1483,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,277,969,1042,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,271,1446,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,305,687,846,
MOT20-03,203,An individual disappears behind the white column,M,315,1241,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,326,995,1102,
MOT20-03,203,An individual disappears behind the white column,M,332,1633,1667,
MOT20-03,203,An individual disappears behind the white column,M,349,1283,1410,
MOT20-03,203,An individual disappears behind the white column,M,367,1915,2405,
MOT20-03,203,An individual disappears behind the white column,M,368,1823,2405,
MOT20-03,203,An individual disappears behind the white column,M,365,1858,2405,
MOT20-03,203,An individual disappears behind the white column,M,371,1896,2405,
MOT20-03,203,An individual disappears behind the white column,M,374,2078,2405,
MOT20-03,203,An individual disappears behind the white column,M,373,1987,2405,
MOT20-03,203,An individual disappears behind the white column,M,369,2010,2405,
MOT20-03,203,An individual disappears behind the white column,M,372,1965,2405,
MOT20-03,203,An individual disappears behind the white column,M,375,1931,2405,
MOT20-03,203,An individual disappears behind the white column,M,386,2032,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,389,2011,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,404,1656,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,405,1703,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,401,1784,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,393,1865,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,406,1744,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,449,627,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,439,1568,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,459,1543,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,456,1573,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,458,1573,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,454,1616,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,453,1600,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,453,1600,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,457,1699,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,455,1677,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,465,1684,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,472,382,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,470,425,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,471,488,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,468,453,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,486,430,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,508,304,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,510,339,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,513,37,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,512,167,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,511,303,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,540,252,2405,
MOT20-03,203,An individual disappears behind the white column,M,541,232,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,542,289,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,552,2042,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,551,2111,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,550,2066,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,555,2304,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,554,2385,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,567,2030,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,566,2148,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,568,2065,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,569,2041,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,570,2092,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,563,2400,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,571,1847,1908,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,605,2229,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,603,2291,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,604,2260,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,625,1687,1715,
MOT20-03,203,An individual disappears behind the white column,M,617,2200,2405,The bounding box disappears
MOT20-03,203,An individual disappears behind the white column,M,699,2270,2405,The bounding box disappears
MOT20-03,204,An individual faces right,M,241,2372,2404,
MOT20-03,205,An individual halts walking,M,61,617,632,
MOT20-03,205,An individual halts walking,M,180,492,662,
MOT20-03,205,An individual halts walking,M,548,1797,1821,
MOT20-03,205,An individual halts walking,M,549,1791,1837,
MOT20-03,205,An individual halts walking,M,251,1823,2404,
MOT20-03,205,An individual halts walking,M,241,2325,2404,
MOT20-03,205,An individual halts walking,M,313,331,460,
MOT20-03,206,An individual lifts her hand to indicate a direction,M,485,1220,1270,
MOT20-03,206,An individual lifts her hand to indicate a direction,M,485,1310,1340,
MOT20-03,206,An individual lifts her hand to indicate a direction,M,485,1449,1530,
MOT20-03,206,An individual lifts her hand to indicate a direction,M,485,2099,2165,
MOT20-03,207,An individual on the wheelchair goes right,M,366,1989,2048,
MOT20-03,208,An individual places something into their mouth.,M,69X,640,696,The bounding box ID couldn't be seen
MOT20-03,208,An individual places something into their mouth.,M,69X,842,974,The bounding box ID couldn't be seen
MOT20-03,208,An individual places something into their mouth.,M,69X,1237,1317,The bounding box ID couldn't be seen
MOT20-03,208,An individual places something into their mouth.,M,69X,1537,1621,The bounding box ID couldn't be seen
MOT20-03,208,An individual places something into their mouth.,M,69X,1729,1827,The bounding box ID couldn't be seen
MOT20-03,209,An individual proceeds into the building located to the right,M,1,1130,1138,
MOT20-03,209,An individual proceeds into the building located to the right,M,561,2134,2139,
MOT20-03,210,An individual removes his hand from his mouth,M,69X,697,709,The bounding box ID couldn't be seen
MOT20-03,210,An individual removes his hand from his mouth,M,69X,975,988,The bounding box ID couldn't be seen
MOT20-03,210,An individual removes his hand from his mouth,M,69X,1318,1334,The bounding box ID couldn't be seen
MOT20-03,210,An individual removes his hand from his mouth,M,69X,1624,1637,The bounding box ID couldn't be seen
MOT20-03,211,An individual retrieves an item from a bag,M,69X,412,440,The bounding box ID couldn't be seen
MOT20-03,212,An individual sits down,M,548,1877,1960,
MOT20-03,213,An individual takes a seat,M,548,1877,1960,
MOT20-03,214,An individual turns around and rests against a wall,M,69X,456,523,The bounding box ID couldn't be seen
MOT20-03,215,An individual turns back and starts walking,M,627,1718,1745,
MOT20-03,216,An individual walking alongside a child faces the opposite direction,M,260,1180,1196,
MOT20-03,216,An individual walking alongside a child faces the opposite direction,M,260,1267,1290,
MOT20-03,217,An individual walks and inclines against a wall,M,69X,456,523,The bounding box ID couldn't be seen
MOT20-03,218,As the person walks, he looks behind him,M,139,2202,2216,
MOT20-03,218,As the person walks, he looks behind him,M,141,2112,2198,
MOT20-03,218,As the person walks, he looks behind him,M,193,96,137,
MOT20-03,219,During a conversation with another person, a person raises his hands,M,125,2120,2182,
MOT20-05,220,The baby carriage goes to the right,M,546,1402,1475,
MOT20-05,220,The baby carriage goes to the right,M,546,1750,2105,
MOT20-05,221,The baby carriage moves right,M,546,1402,1475,
MOT20-05,221,The baby carriage moves right,M,546,1750,2105,
MOT20-05,222,The baby carriage stops,M,546,1315,1402,
MOT20-05,222,The baby carriage stops,M,546,1475,1749,
MOT20-05,223,The baby comes to a halt,M,546,1315,1402,
MOT20-05,223,The baby comes to a halt,M,546,1475,1749,
MOT20-03,224,The individual straps the backpack onto their back,M,426,1053,1165,
MOT20-03,224,The individual straps the backpack onto their back,M,425,995,1025,
MOT20-03,225,The person has the backpack placed on his back,M,426,1053,1165,
MOT20-03,225,The person has the backpack placed on his back,M,425,995,1025,
MOT20-03,226,The person on the wheelchair goes right,M,366,1989,2048,
MOT20-03,227,The wheelchair goes right,M,366,1989,2048,
MOT20-03,228,The wheelchair proceeds to the right,M,366,1989,2048,
MOT20-03,229,While walking, an individual glances behind him,M,139,2202,2216,
MOT20-03,229,While walking, an individual glances behind him,M,141,2112,2198,
