Video,QID,Language Query,Type,IDs,Start,End,Revision
55ae6921,,Person is walking backwards,M,3,1,31,
55ae6921,,Person is clapping continuously,M,3,1,31,
55ae6921,,Person is clapping continuously while walking backwards,M,3,1,31,
55ae6921,,Person is walking backwards while looking towards the bear,M,3,1,31,
55ae6921,,Bear is playing with hula hoop around its neck,M,4,1,31,
55ae6921,,Bear is playing with hula hoop around its mouth,M,2,1,20,
55ae6921,,Person is taking the hula hoop from the bear,M,1,20,23,
55ae6921,,Person is putting the hila hoop around his neck,M,1,26,28,
55ae6921,,Person is turing around to face his body towards the bear,M,1,10,15,
56c56ca9,,Dog is running towards the opposite of the camera,M,1,1,7,
56c56ca9,,Dog is running towards the opposite of the camera,M,2,1,7,
56c56ca9,,Dog is keeping its front legs on top of another dog,M,1,8,10,
56c56ca9,,Dog on the floor is standing briefly,M,1,14,28,
56c56ca9,,Dog is trying to attack another dog,M,1,8,12,
56c56ca9,,Dog is trying to attack another dog,M,1,30,33,
56c56ca9,,Dog is being attempted to be attacked by another dog,M,2,8,12,
56c56ca9,,Dog is being attempted to be attacked by another dog,M,2,30,33,
56c56ca9,,Dog is slipping on the floor,M,1,12,14,
56c56ca9,,Dog is slipping on the floor,M,2,12,14,
56c56ca9,,Dog is turning backwards to face another dog,M,2,12,15,
56c56ca9,,Dog is going after another dog,M,1,1,35,
56c56ca9,,Dog is being followed by another dog,M,2,1,35,
63b37343,,Cow is fighting with another cow,M,1,1,30,
63b37343,,Cow is fighting with another cow,M,2,1,30,
63b37343,,Cow is facing its backside towards the camera while fighting,M,1,7,24,
63b37343,,Cow is facing its backside towards the opposite of the camera while fighting,M,2,1,24,
63b37343,,Cow is moving towards the left side while fighting,M,1,25,30,
63b37343,,Cow is moving towards the right side while fighting,M,2,25,30,
57ad022e,,Cat is turning from left side to the right side,M,1,6,18,
57ad022e,,Cat is going outside of the frame in left side,M,1,1,21,
57ad022e,,Cat coming inside of the frame from left side is looking towards the camera,M,1,25,50,
57ad022e,,Cat coming inside of the frame from left side is looking towards the camera,M,1,112,139,
57ad022e,,Cat coming inside of the frame from left side is going outside of the frame in left side,M,1,25,58,
57ad022e,,Cat coming inside of the frame from left side is going outside of the frame in left side,M,1,112,160,
57ad022e,,Cat is turning from left side to the right side,M,2,14,50,
57ad022e,,Cat is turning from right side to the eft side,M,2,117,131,
57ad022e,,Cat is rubbing its face against cage wall,M,2,24,78,
57ad022e,,Cat is rubbing its face with another cat face,M,2,137,147,
57ad022e,,Cat is stationary and remains in the same place.,O,4,1,192,
035359e5,,Cow coming towards the camera is going outside of the frame in right side,M,1,1,23,
035359e5,,Cow coming out from vane is going down,M,2,1,24,
035359e5,,Cow coming out from vane is going down,M,5,1,24,
230c2edf,,Person on motorcycle coming into frame from left side is racing on the track,M,6,8,25,
230c2edf,,Motorcycle coming into frame from left side is racing on the track,M,5,7,25,
230c2edf,,Person on motorcycle coming into frame from left side is going towards the opposite of the camera,M,6,8,25,
230c2edf,,Motorcycle coming into frame from left side is going towards the opposite of the camera,M,5,7,25,
230c2edf,,Person on motorcycle coming into frame from left side is racing on the track,M,13,22,25,
230c2edf,,Motorcycle coming into frame from left side is racing on the track,M,12,20,25,
230c2edf,,Person on motorcycle coming into frame from left side is going towards the opposite of the camera,M,13,22,25,
230c2edf,,Motorcycle coming into frame from left side is going towards the opposite of the camera,M,12,20,25,
230c2edf,,Person on motorcycle coming into frame from right side is racing on the track,M,8,13,25,
230c2edf,,Motorcycle coming into frame from right side is racing on the track,M,7,10,25,
230c2edf,,Person on motorcycle coming into frame from right side is going towards the opposite of the camera,M,8,13,25,
230c2edf,,Motorcycle coming into frame from right side is going towards the opposite of the camera,M,7,10,25,
230c2edf,,Person on motorcycle coming into frame from right side is racing on the track,M,11,20,25,
230c2edf,,Motorcycle coming into frame from right side is racing on the track,M,10,18,5,
230c2edf,,Person on motorcycle coming into frame from right side is going towards the opposite of the camera,M,11,20,25,
230c2edf,,Motorcycle coming into frame from right side is going towards the opposite of the camera,M,10,18,5,
230c2edf,,Person on motorcycle coming into frame from left side is going faster than others,M,6,8,25,
230c2edf,,Motorcycle coming into frame from left side is going going faster than others,M,5,7,25,
5845c157,,Zebra going through the water is going outside of the frame in right side,M,1,1,22,
5845c157,,Zebra going through the water is going towards the right side,M,2,1,25,
5845c157,,Zebra going through the water is going towards the right side,M,3,1,25,
5845c157,,Zebra going through the water is going towards the right side,M,4,1,25,
5845c157,,Zebra going through the water is going towards the right side,M,5,1,25,
5845c157,,Zebra entering into frame from left side is going through the water,M,6,5,25,
5845c157,,Zebra entering into frame from left side is going through the water,M,7,14,25,
5845c157,,Zebra is falling into water while going through the water,M,6,13,15,
25153e58,,Horse on the field is going outside of the frame in right side,M,3,1,12,
25153e58,,Horse on the field is going from right towards the left side,M,2,1,19,
25153e58,,Horse is moving its body from camera side towards the right side,M,1,1,12,
25153e58,,Horse is kicking something with its front left leg,M,1,9,19,
25153e58,,Horse is using its left front leg to kick something,M,1,9,19,
25153e58,,Horse on the field is going outside of the frame in left side,M,4,1,5,
25153e58,,Horse entering into frame from left side is going towards the right side,M,4,17,25,
38030c69,,Cat running on the ground is coming towards a tree,M,2,1,5,
38030c69,,Cat is climbing up a tree,M,2,6,9,
38030c69,,Cat is hanging on tree,M,2,9,14,
38030c69,,Cat is falling down from tree,M,2,15,18,
38030c69,,Cat running on the ground is going towards the opposite of the camera,M,2,19,25,
38030c69,,Cat is falling on the ground,M,1,5,8,
38030c69,,Cat is climbing up a tree,M,1,11,14,
38030c69,,Cat is climbing down from tree,M,1,16,22,
1291276c,,Speedboat is going from left side towards the right side,M,1,1,25,
1291276c,,Speedboat is going from left side towards the right side,M,2,1,18,
1291276c,,Speedboat is jumping over the water,M,2,9,18,
1291276c,,Speedboat jumping over the water is crossing over another speedboat,M,2,9,17,
1291276c,,Speedboat is splashing water while falling into water,M,2,17,18,
1291276c,,Speedboat is passing by the splashing water,M,1,18,25,
645b84f9,,Fighter jet on the runway is going towards the right side,M,3,1,27,
645b84f9,,Fighter jet entering into frame from right side is going towards the opposite of the camera,M,4,15,27,
645b84f9,,Fighter jet on the runway is going slowly towards the opposite of the camera,M,1,1,27,
645b84f9,,Fighter jet on the runway is going slowly towards the opposite of the camera,M,2,1,27,
3d9a7023,,Cow is fighting with another cow,M,1,1,29,
3d9a7023,,Cow is fighting with another cow,M,2,1,29,
3d9a7023,,Cow is moving its body from right side towards the left side while fighting,M,1,8,21,
3d9a7023,,Cow is moving its body from left side towards the right side while fighting,M,2,13,27,
37549a79,,Cow on the field is attacking another cow,M,1,1,6,
37549a79,,Cow on the field is being attacked by another cow,M,2,1,6,
37549a79,,Cow is fighting with another cow,M,1,6,30,
37549a79,,Cow is fighting with another cow,M,2,6,30,
37549a79,,Cow is moving its body from right side towards the left side while fighting,M,2,11,24,
37549a79,,Cow is moving its body from left side towards the right side while fighting,M,1,10,28,
37549a79,,Cow is pushing another cow backwards during fighting,M,1,6,10,
37549a79,,Cow is being pushed backwards by another cow during fighting,M,2,6,10,
37549a79,,Person on the field is going outside of the frame in left side,M,3,1,15,
37549a79,,Person on the field is going outside of the frame in left side,M,4,1,14,
37549a79,,Person on the field is going outside of the frame in left side,M,5,1,18,
495be321,,Person on horse is going outside of the frame in left side,M,1,1,5,
495be321,,Horse on the field is going outside of the frame in left side,M,4,1,4,
495be321,,Horse moving on the field is going outside of the frame in right side,M,3,1,19,
495be321,,Horse moving on the field is going outside of the frame in right side,M,2,1,20,
495be321,,Horse entering into frame from left side is going outside of the frame in right side,M,5,14,24,
495be321,,Horse entering into frame from left side is going outside of the frame in right side,M,6,20,26,
495be321,,Horse entering into frame from left side is going outside of the frame in right side,M,7,22,28,
495be321,,Horse entering into frame from left side is going towards the right side,M,8,23,31,
495be321,,Horse entering into frame from left side is going towards the right side,M,9,25,31,
68259db3,,Lizard is turning towards the left side,M,2,1,25,
68259db3,,Lizard is going towards the right side,M,4,1,25,
68259db3,,Cow is adjusting its back left leg,M,1,8,25,
68259db3,,Lizard is stationary and remains in the same place.,O,3,1,25,
5968c2d8,,Dog is turning backward,M,3,10,16,
5968c2d8,,Dog entering into frame from right side is meeting with another dogs,M,5,8,13,
5968c2d8,,Dog coming towards the camera is meeting with another dogs,M,4,1,13,
5968c2d8,,Dog coming towards the camera is meeting with another dogs,M,3,1,18,
5968c2d8,,Dog entering into frame from right side is looking something on the ground,M,5,8,29,
5968c2d8,,Dog coming towards the camera is looking something on the ground,M,4,1,29,
5968c2d8,,Dog coming towards the camera is looking something on the ground,M,3,1,29,
5968c2d8,,Dog is dropping the ball from its mouth,M,3,25,26,
5968c2d8,,Tiger lying on the ground is adjusting its body,M,1,22,29,
5968c2d8,,Tiger moving on the ground is sitting down,M,2,1,29,
75d26197,,Tortoise is going on top of another tortoise,M,1,1,16,
75d26197,,Tortoise is trying to bite another tortoise,M,2,1,3,
75d26197,,Tortoise is carrying another tortoise on its back,M,2,16,30,
75d26197,,Tortoise is seated on the back of another tortoise,M,1,16,30,
76b18413,,Boat is moving towards the ship,M,2,1,9,
76b18413,,Ship is moving towards the boat,M,1,1,9,
76b18413,,Boat is crashing with ship,M,2,10,27,
76b18413,,Ship is crashing with boat,M,1,10,27,
76b18413,,Person on the boat is trying to protect himself with his right hand,M,4,3,29,
76b18413,,Person entering nto frame from right side is controlling the steering of the boat,M,5,4,19,
76b18413,,Person entering nto frame from right side is going outside of the frame in right side,M,5,3,19,
76b18413,,Person on the boat is going outside of the frame from bottom side,M,4,1,29,
76b18413,,Person on the ship is going outside of the frame from top side,M,3,1,20,
76b18413,,Person on the boat is adjusting his hat during collision,M,4,17,26,
76b18413,,Person is affected during collision,M,4,10,29,
442ffb54,,Parrot seated on the food container is going to the bird perch stand,M,3,1,8,
442ffb54,,Parrot seated on the food container is going to the bird perch stand,M,2,10,21,
442ffb54,,Parrot moving on the bottom of the cage is going to the top of the food container,M,2,1,9,
442ffb54,,Parrot seated on the bird perch stand is bending its head towards the bottom of the cage,M,3,23,29,
442ffb54,,Parrot is doing feathers plucking,M,1,2,21,
442ffb54,,Parrot seated on the bird perch stand is moving towards the camera side to give space to another parrot,M,3,17,19,
561f6380,,Tiger is running after another tiger,M,1,5,30,
561f6380,,Tiger is following another tiger,M,1,5,30,
561f6380,,Tiger is being followed by another tiger,M,2,5,30,
561f6380,,Tiger is running towards the left side,M,2,5,9,
561f6380,,Tiger is running towards the left side,M,1,7,10,
561f6380,,Tiger is running towards the opposite of the camera,M,2,10,30,
561f6380,,Tiger is running towards the opposite of the camera,M,1,11,30,
561f6380,,Tiger is touching another tiger backside with its front right leg,M,1,6,7,
561f6380,,Tiger is being touched another tiger backside with its front right leg,M,2,6,7,
561f6380,,Tiger is jumping over a tree log,M,2,12,13,
561f6380,,Tiger is jumping over a tree log,M,1,13,14,
561f6380,,Tiger is going over a tree log,M,2,12,14,
561f6380,,Tiger is going over a tree log,M,1,13,17,
561f6380,,Tiger is getting on a tree stump,M,2,16,20,
561f6380,,Tiger is keeping its front legs on top of the tree stump,M,1,28,30,
561f6380,,Tiger is getting down from a tree stump,M,2,21,30,
561f6380,,Tiger entering into frame from left side is lying down on a wooden bed,M,3,15,30,
799a2d61,,Toy airplane is going from right side towards the left side,M,1,1,30,
799a2d61,,Toy airplane is going from right side towards the left side,M,2,1,30,
799a2d61,,Toy airplane is moving faster than another toy airplane,M,2,1,30,
799a2d61,,Toy airplane is moving slower than another toy airplane,M,1,1,30,
799a2d61,,Toy airplane is moving ups and downs little bit while going towards the left side,M,2,22,30,
799a2d61,,Toy airplane is moving smoothly towards the left side,M,1,1,30,
323c4236,,Horse running on the road is going outside of the frame in left side,M,1,1,9,
323c4236,,Horse running on the road is going outside of the frame in left side,M,2,1,10,
323c4236,,Horse running on the road is going outside of the frame in left side,M,3,1,13,
323c4236,,Horse running on the road is going outside of the frame in left side,M,4,1,17,
323c4236,,Horse running on the road is going outside of the frame in left side,M,5,1,15,
323c4236,,Horse running on the road is going outside of the frame in left side,M,7,3,12,
323c4236,,Horse running on the road is going outside of the frame in left side,M,8,6,18,
323c4236,,Horse running on the road is going outside of the frame in left side,M,9,8,19,
323c4236,,Horse running on the road is going outside of the frame in right side,M,6,1,16,
323c4236,,Horse running on the road is going towards the left side,M,10,11,21,
652929ce,,Goat is walking towards the opposite of the camera,M,1,6,32,
652929ce,,Goat is making U turn,M,2,7,14,
652929ce,,Goat is attacking another goat,M,2,15,18,
652929ce,,Goat is attacking another goat,M,3,15,18,
652929ce,,Goat coming towards the camera is attacking another goat,M,3,1,18,
652929ce,,Goat moving towards the opposite of the camera is attacking another goat,M,2,6,18,
652929ce,,Goat is stationary and remains in the same place.,O,4,1,32,
652929ce,,Goat is attacking another goat with its head,M,2,15,18,
652929ce,,Goat is attacking another goat with its head,M,3,15,18,
138c81fe,,Bunny is extending its upper body towards the camera,M,1,1,5,
138c81fe,,Bunny is moving its upper body from camera side towards the opposite of the camera side,M,1,9,16,
138c81fe,,Bunny is going towards the right side,M,2,16,20,
138c81fe,,Bunny is comi towards the camera side,M,2,21,27,
138c81fe,,Bunny moving its upper body towards the opposite of the camera side is going towards the right side,M,2,10,31,
138c81fe,,Bunny is running after another bunny,M,2,22,31,
138c81fe,,Bunny is following another bunny,M,2,22,31,
138c81fe,,Bunny is being followed by another bunny,M,1,22,31,
277ad883,,Monkey is attacking another monkey,M,2,5,7,
277ad883,,Monkey is being attacked by another monkey,M,3,5,7,
277ad883,,Monkey coming from right side is attacking another monkey,M,2,1,7,
277ad883,,Monkey is top of another monkey during fighting,M,2,8,10,
277ad883,,Monkey is top of another monkey during fighting,M,3,15,19,
277ad883,,Monkey is attacking another monkey,M,5,16,18,
277ad883,,Monkey is being attacked by another monkey,M,3,16,18,
277ad883,,Monkey coming into frame from left side is going towards the fighting monkeys,M,5,15,16,
277ad883,,Monkey coming into frame from left side is attacking another monkey,M,5,15,18,
277ad883,,Monkey is top of another monkey during fighting,M,5,20,27,
277ad883,,Monkey is fighting with two monkeys,M,3,17,25,
277ad883,,Monkey is being attacked by two monkey,M,3,5,18,
277ad883,,Monkey is attacking another monkey,M,6,26,27,
277ad883,,Monkey is being attacked by another monkey,M,3,26,27,
277ad883,,Monkey is fighting with three monkeys,M,3,27,30,
277ad883,,Monkey is being attacked by three monkey,M,3,5,26,
277ad883,,Monkey coming into frame from left side is attacking another monkey,M,6,16,27,
277ad883,,Monkey coming into frame from left side is going towards the fighting monkeys,M,6,16,21,
277ad883,,Monkey coming into frame from left side is going outside of the frame in left side,M,4,9,14,
277ad883,,Monkey is abstaining from participating in the fighting,M,4,9,14,
277ad883,,Monkey is abstaining from participating in the fighting,M,1,1,25,
277ad883,,Monkey seated on the ground is going outside of the frame at bottom side,M,1,1,25,
08746283,,Cat is playing with feather teaser toy,M,2,5,30,
08746283,,Cat is trying to catch the feather teaser toy,M,2,5,30,
08746283,,Cat is jumping from right side towards the left side,M,2,11,13,
08746283,,Cat is facing its backside towards the camera,M,2,16,19,
08746283,,Cat is watching another cat playing,M,1,1,30,
08746283,,Cat is abstaining from participating in playing,M,1,1,30,
71f4b40e,,Parrot is going outside of the frame in left side,M,2,13,17,
71f4b40e,,Parrot is picking dry straw,M,3,1,19,
71f4b40e,,Parrot is picking dry straw,M,1,1,35,
71f4b40e,,Parrot is coming towards the camera,M,3,23,30,
71f4b40e,,Parrot entering into frame from right side is picking dry straw,M,4,6,35,
228a0234,,Person on horse is going towards the opposite of the camera,M,3,1,12,
228a0234,,Horse is going towards the opposite of the camera,M,4,1,12,
228a0234,,Person on horse is going from right side towards the left side,M,1,1,35,
228a0234,,Horse is going from right side towards the left side,M,2,1,35,
228a0234,,Person on horse is going from right side towards the left side,M,3,13,35,
228a0234,,Horse is going from right side towards the left side,M,4,13,35,
228a0234,,Person on horse is going from right side towards the left side near the boundary side,M,1,1,35,
228a0234,,Horse is going from right side towards the left side near the boundary side,M,2,1,35,
228a0234,,Person on horse is going from right side towards the left side on the middle of the field,M,3,13,35,
228a0234,,Horse is going from right side towards the left side on the middle of the field,M,4,13,35,
797f1bec,,Dog is running after another dog,M,2,1,35,
797f1bec,,Dog is following another dog,M,2,1,35,
797f1bec,,Dog is being followed by another dog,M,1,1,35,
797f1bec,,Dog is going towards the left side,M,1,1,35,
797f1bec,,Dog is going towards the left side,M,2,1,35,
797f1bec,,Dog is walking behind the pillar,M,1,22,35,
797f1bec,,Dog is walking behind the pillar,M,2,26,35,
797f1bec,,Person entering into frame from left side is keeping his right leg on top of the fence,M,3,9,35,
203733e7,,Lizard is fighting with another lizard,M,1,1,35,
203733e7,,Lizard is fighting with another lizard,M,2,1,35,
203733e7,,Lizard is moving its body from left side towards the right side during fighting,M,1,5,13,
203733e7,,Lizard is moving its body from right side towards the left side during fighting,M,2,6,13,
220382ab,,Monkey is moving from left side of its mother towards the right side of its mother,M,1,1,8,
220382ab,,Monkey is moving its head from left side towards the right side,M,2,1,9,
220382ab,,Monkey is looking upwards,M,2,17,21,
220382ab,,Monkey is going behind its child,M,2,23,35,
220382ab,,Monkey is peeling the banana,M,1,14,22,
220382ab,,Monkey is eating the banana peel,M,1,28,35,
220382ab,,Monkey is going from left side towards the right side,M,1,1,8,
79b25f4b,,Fish in the water is swimming towards the left side,M,2,1,9,
79b25f4b,,Fish in the water is moving towards the left side,M,2,1,9,
79b25f4b,,Fish coming from left side is going outside of the frame in right side,M,2,11,32,
79b25f4b,,Fish entering into frame from upper side is swimming towards the lower side,M,3,26,36,
79b25f4b,,Fish entering into frame from upper side is moving towards the lower side,M,3,26,36,
79b25f4b,,Fish is coming out from the bottom of the turtle,M,4,31,36,
724a5d1c,,Panda is walking slightly to the left side,M,1,4,13,
724a5d1c,,Panda is standing up,M,1,14,17,
724a5d1c,,Panda is pushing another panda with hands,M,1,18,36,
724a5d1c,,Panda is being pushed by another panda,M,2,18,36,
724a5d1c,,Panda is touching the ground with its left hand while being pushed by another panda,M,2,25,32,
724a5d1c,,Panda is touching the ground with its both hands while being pushed by another panda,M,2,33,36,
724a5d1c,,Panda is trying to balance itself with its both hands while being pushed by another panda,M,2,33,36,
724a5d1c,,Panda is trying to balance itself with its left hand while being pushed by another panda,M,2,25,32,
23454d80,,Fish moving at bottom of the aquarium is going to the middle of aquarium,M,4,1,30,
23454d80,,Fish swimming at bottom of the aquarium is going to the middle of aquarium,M,4,1,30,
23454d80,,"Fish is stationary, swimming in the same place continuously",O,1,1,36,
23454d80,,"Fish is stationary, swimming in the same place continuously",O,2,1,36,
23454d80,,"Fish is stationary, swimming in the same place continuously",O,3,1,36,
77e246da,,Panda is falling down,M,1,20,28,
77e246da,,Panda is hitting the ground with its head and then its body while falling down,M,1,25,28,
77e246da,,Panda is getting up after falling down,M,1,29,31,
77e246da,,Panda is walking slightly to the right side,M,1,32,36,
77e246da,,Panda is moving slightly to the left side,M,2,1,30,
555aa049,,Cat is moving its upper body backwards,M,2,5,7,
555aa049,,Cat is keeping its upper body in contact with the wall,M,2,7,9,
555aa049,,"Cat is moving its upper body forwards, attacking another cat",M,2,10,12,
555aa049,,Cat is standing on its back legs while fighting with another cat,M,1,13,15,
555aa049,,Cat is standing on its back legs while fighting with another cat,M,2,13,13,
555aa049,,Cat is standing on its back legs while fighting with another cat,M,3,18,18,
555aa049,,Cat is keeping its upper body in contact with the wall,M,2,20,23,
555aa049,,Cat is going left side while fighting with another cat,M,2,18,30,
555aa049,,Cat is going left side while fighting with another cat,M,1,27,30,
555aa049,,Cat is fighting with another cat,M,1,1,27,
555aa049,,Cat is fighting with another cat,M,2,1,27,
1106f3a7,,Parrot is trying to bite another parrot,M,1,7,11,
1106f3a7,,Parrot is walking towards the right side,M,2,11,22,
1106f3a7,,Parrot is walking towards the right side,M,1,24,26,
1106f3a7,,Parrot is turning from left side to right side,M,1,19,23,
1106f3a7,,Parrot is disturbing another parrot,M,1,1,36,
1106f3a7,,Parrot is being disturbed by another parrot,M,2,1,36,
1106f3a7,,Parrot is turing its backside from left side towards the camera side,M,1,27,35,
3135d31d,,Puppy is walking towards the opposite of the camera,M,1,1,8,Two object. One is human and other is dog
3135d31d,,Puppy is making U-turn,M,1,9,15,
3135d31d,,Person entering into frame from bottom side is catching the puppy,M,2,9,27,
3135d31d,,Puppy is making U-turn,M,1,18,25,
3135d31d,,Puppy is getting released from person,M,1,28,32,
3135d31d,,Person is falling to the floor while trying to keep holding the puppy,M,2,29,32,
3135d31d,,Person is crashing their face against the wall as they fall to the floor.,M,2,30,32,
67191f24,,Bunny is going from left side to right side by jumping,M,2,8,11,
67191f24,,Bunny is going from right side towards the left side,M,4,11,16,
67191f24,,Bunny is going outside of the frame in left side by jumping,M,8,22,26,
67191f24,,Bunny entering into frame from top side is coming towards the camera side,M,8,13,18,
2a2745e5,,Person on horse is waving his left hand in the air,M,3,3,6,
2a2745e5,,Person on horse is waving his left hand in the air,M,3,30,34,
2a2745e5,,Person on horse is adjusting his hat with his left hand,M,9,4,14,
2a2745e5,,Person on horse is looking right side,M,7,1,8,
2a2745e5,,Person on horse is looking right side,M,7,19,20,
2a2745e5,,Person on horse is looking right side,M,7,22,24,
2a2745e5,,Person on horse entering into frame from right side is looking right side,M,7,37,40,
2a2745e5,,Person on the horse is falling behind everyone,M,5,1,28,
2a2745e5,,Horse is falling behind everyone,M,6,1,29,
2a2745e5,,Person on the horse is falling ahead of everyone,M,3,1,18,
2a2745e5,,Horse is falling ahead of everyone,M,4,1,18,
28470fa0,,Ship is coming towards the shore,M,3,1,40,
28470fa0,,Ship is crashing with another ship while coming towards the shore,M,3,20,40,
28470fa0,,Ship is crashing with another ship,M,3,20,40,
28470fa0,,Ship is crashing with another ship,M,2,20,40,
28470fa0,,Ship is stationary and remains in the same place.,O,2,1,40,
28470fa0,,Person is moving away from the shore as the ship approaches.,M,1,1,10,
103166c7,,Airplane is moving faster than another airplane while going from right side towards left side,M,2,1,40,
103166c7,,Airplane is moving slower than another airplane while going from right side towards left side,M,1,1,40,
115348f9,,Cat is going on top of a box by jumping,M,2,5,8,
115348f9,,Cat is attacking another cat,M,1,7,13,
115348f9,,cat is being attacked by another cat,M,2,7,13,
115348f9,,Cat is fighting with another cat,M,1,14,42,
115348f9,,Cat is fighting with another cat,M,2,14,42,
3657c62b,,Dog is fighting with another dog,M,2,6,40,
3657c62b,,Dog is fighting with another dog,M,3,6,40,
3657c62b,,Dog is top of another dog during fighting,M,3,14,20,
3657c62b,,Dog is below another dog during fighting,M,2,14,20,
26163977,,Cow is coming towards something on thr ground,M,1,1,8,
26163977,,Cow is checking something on the ground with its nose,M,1,8,9,
26163977,,Cow is running towards the opposite of the camera after jumping on the ground,M,1,10,42,
26163977,,Cow is jumping on the ground,M,1,10,13,
26163977,,Cow is jumping on the ground after checking something on the ground with its nose,M,1,8,13,
26163977,,Cow standing on the ground is running towards the right side,M,3,1,42,
26163977,,Cow running on the ground is going outside of the frame in right side,M,6,1,11,
26163977,,Cow landing on the ground is going outside of the frame in right side by running,M,2,1,7,
26163977,,Cow is making U-turn,M,5,5,11,
26163977,,Cow is making U-turn,M,1,13,18,
26163977,,Cow is running towards the opposite of the camera after making U-turn,M,5,5,37,
26163977,,Cow is running towards the opposite of the camera after making U-turn,M,1,13,42,
26163977,,Cow standing on the ground is running towards the opposite of the camera,M,4,1,42,
26163977,,Cow entering into frame from left side is running on the ground,M,8,35,42,
26163977,,Cow entering into frame from left side is running on the ground,M,9,27,42,
26163977,,Cow entering into frame from right side is running on the ground,M,11,29,42,
4190c83a,,Person on motorcycle is making U turn,M,2,16,38,Only one person
4190c83a,,Motorcycle is making U turn,M,3,16,38,
4190c83a,,Motorcycle is stationary and remains in the same place.,O,1,1,43,
4190c83a,,Person on motorcycle coming towards the left side is going towards right side after making U-turn,M,2,1,43,
4190c83a,,Motorcycle coming towards the left side is going towards right side after making U-turn,M,3,1,43,
342c0b2a,,Bear is coming towards the camera,M,1,1,44,
342c0b2a,,Bear entering into frame from right side is walking on the field and going outside of the frame in left side,M,3,18,39,
342c0b2a,,Bear is stationary and remains in the same place.,O,2,1,44,
7875b874,,Bunny is moving in a circular way,M,1,1,27,
7875b874,,Bunny completes a circle while moving,M,1,1,27,
7875b874,,Bunny is eating food from the ground,M,2,6,14,
7875b874,,Bunny is moving in clockwise direction,M,1,1,27,
7875b874,,Bunny is moving in clockwise direction,M,2,15,24,
7875b874,,Bunny is moving in counterclockwise direction,M,1,31,39,
00501424,,Horse running towards the left side is coming towards the camera side,M,1,1,45,
00501424,,Horse running towards the left side is coming towards the camera side,M,2,1,45,
00501424,,Horse running towards the left side is coming towards the camera side,M,3,1,45,
00501424,,Horse running towards the left side is coming towards the camera side,M,4,1,45,
00501424,,Horse running towards the left side is coming towards the camera side,M,5,1,45,
00501424,,Horse is turning its head slightly left side while running on the ground,M,2,3,9,
00501424,,Horse running on the ground is going to the left side of the other horses and then returning to the center,M,4,1,39,
2af0e766,,Cow is moving in counterclockwise direction,M,1,1,46,
2af0e766,,Cow is moving in counterclockwise direction,M,2,1,46,
2af0e766,,Cow is turning its body from the right side to the left side.,M,1,1,46,
2af0e766,,Cow is turning its body from the right side to the left side.,M,2,1,46,
2af0e766,,Cow is coming from backside to the front side,M,2,1,46,
2af0e766,,Cow is going from front side to the backside,M,1,1,46,
780e7a99,,Dog is peeing on the bushes,M,4,15,23,
780e7a99,,Dog is obstructing the path for another dog,M,2,9,13,
780e7a99,,Dog is being obstructed on its path by another dog,M,3,9,13,
780e7a99,,Dog is going towards the pee place,M,3,14,20,
780e7a99,,Dog is going towards the pee place,M,7,21,32,
780e7a99,,Dog is sniffing on the pee place,M,3,21,39,
780e7a99,,Dog is sniffing on the pee place,M,7,33,48,
780e7a99,,Person is walking on the connecting road between two places,M,5,6,45,
780e7a99,,Person is walking on the connecting road between two places,M,1,33,48,
780e7a99,,Dog is running towards the opposite of the camera,M,2,1,8,
780e7a99,,Dog is running towards the opposite of the camera,M,3,1,7,
780e7a99,,Dog is running towards the right side,M,4,24,38,
780e7a99,,Dog is moving in a circular way,M,2,23,37,
780e7a99,,Dog is running towards the left side,M,2,38,48,
797a7b7e,,Parrot is coming towards the camera,M,2,1,12,
797a7b7e,,Parrot is coming towards the camera,M,3,12,26,
797a7b7e,,Parrot is coming towards the camera,M,4,12,30,
797a7b7e,,Parrot coming towards the camera is standing,M,3,12,48,
797a7b7e,,Parrot coming towards the camera is standing,M,4,12,48,
797a7b7e,,Parrot standing on the floor is looking right side,M,3,35,48,
797a7b7e,,Dog is stationary and remains in the same place.,O,5,1,48,
4023fc77,,Giraffe is hitting the backside of another giraffe with its head,M,1,1,9,
4023fc77,,Giraffe is hitting the backside of another giraffe with its head,M,2,22,28,
4023fc77,,Giraffe is hitting the backside of another giraffe with its head,M,2,40,45,
4023fc77,,Giraffe is getting hit at its backside by another giraffe's head,M,1,22,28,
4023fc77,,Giraffe is getting hit at its backside by another giraffe's head,M,1,40,45,
4023fc77,,Giraffe is getting hit at its backside by another giraffe's head,M,2,1,9,
4023fc77,,Giraffe is hitting the backside of another giraffe two times with its head,M,2,22,45,
4023fc77,,Giraffe is hitting the backside of another giraffe once with its head,M,1,1,9,
4023fc77,,Giraffe is getting hit at its backside two times by another giraffe's head,M,1,22,45,
4023fc77,,Giraffe is getting hit at its backside once by another giraffe's head,M,2,1,9,
1367e367,,Car entering into frame from left side is going outside of the frame in right side,M,5,13,22,
1367e367,,Car entering into frame from left side is going outside of the frame in right side,M,10,32,45,
1367e367,,Car entering into frame from left side is going towards the right side,M,12,48,53,
1367e367,,Car entering into frame from right side is going outside of the frame in left side,M,9,19,38,
1367e367,,Car entering into frame from right side is going towards the left side,M,11,36,53,
1367e367,,Person in car entering into frame from left side is going outside of the frame in right side,M,6,14,20,
